Cycle Count : Dividend, Divisor
165 / 90 = 66 cycles
165 / 91 = 66 cycles
165 / 92 = 66 cycles
165 / 93 = 66 cycles
165 / 94 = 66 cycles
165 / 95 = 66 cycles
165 / 96 = 66 cycles
165 / 97 = 66 cycles
165 / 98 = 66 cycles
165 / 99 = 66 cycles
165 / 100 = 66 cycles
165 / 101 = 66 cycles
165 / 102 = 66 cycles
165 / 103 = 66 cycles
165 / 104 = 66 cycles
165 / 105 = 66 cycles
165 / 106 = 66 cycles
165 / 107 = 66 cycles
165 / 108 = 66 cycles
165 / 109 = 66 cycles
165 / 110 = 66 cycles
165 / 111 = 66 cycles
165 / 112 = 66 cycles
165 / 113 = 66 cycles
165 / 114 = 66 cycles
165 / 115 = 66 cycles
165 / 116 = 66 cycles
165 / 117 = 66 cycles
165 / 118 = 66 cycles
165 / 119 = 66 cycles
165 / 120 = 66 cycles
165 / 121 = 66 cycles
165 / 122 = 66 cycles
165 / 123 = 66 cycles
165 / 124 = 66 cycles
165 / 125 = 66 cycles
165 / 126 = 66 cycles
165 / 127 = 66 cycles
165 / 128 = 75 cycles
165 / 129 = 66 cycles
165 / 130 = 66 cycles
165 / 131 = 66 cycles
165 / 132 = 66 cycles
165 / 133 = 66 cycles
165 / 134 = 66 cycles
165 / 135 = 66 cycles
165 / 136 = 66 cycles
165 / 137 = 66 cycles
165 / 138 = 66 cycles
165 / 139 = 66 cycles
165 / 140 = 66 cycles
165 / 141 = 66 cycles
165 / 142 = 66 cycles
165 / 143 = 66 cycles
165 / 144 = 66 cycles
165 / 145 = 66 cycles
165 / 146 = 66 cycles
165 / 147 = 66 cycles
165 / 148 = 66 cycles
165 / 149 = 66 cycles
165 / 150 = 66 cycles
165 / 151 = 66 cycles
165 / 152 = 66 cycles
165 / 153 = 66 cycles
165 / 154 = 66 cycles
165 / 155 = 66 cycles
165 / 156 = 66 cycles
165 / 157 = 66 cycles
165 / 158 = 66 cycles
165 / 159 = 66 cycles
165 / 160 = 66 cycles
165 / 161 = 66 cycles
165 / 162 = 66 cycles
165 / 163 = 66 cycles
165 / 164 = 66 cycles
165 / 165 = 41 cycles
165 / 166 = 59 cycles
165 / 167 = 59 cycles
165 / 168 = 59 cycles
165 / 169 = 59 cycles
165 / 170 = 59 cycles
165 / 171 = 59 cycles
165 / 172 = 59 cycles
165 / 173 = 59 cycles
165 / 174 = 59 cycles
165 / 175 = 59 cycles
165 / 176 = 59 cycles
165 / 177 = 59 cycles
165 / 178 = 59 cycles
165 / 179 = 59 cycles
165 / 180 = 59 cycles
165 / 181 = 59 cycles
165 / 182 = 59 cycles
165 / 183 = 59 cycles
165 / 184 = 59 cycles
165 / 185 = 59 cycles
165 / 186 = 59 cycles
165 / 187 = 59 cycles
165 / 188 = 59 cycles
165 / 189 = 59 cycles
165 / 190 = 59 cycles
165 / 191 = 59 cycles
165 / 192 = 59 cycles
165 / 193 = 59 cycles
165 / 194 = 59 cycles
165 / 195 = 59 cycles
165 / 196 = 59 cycles
165 / 197 = 59 cycles
165 / 198 = 59 cycles
165 / 199 = 59 cycles
165 / 200 = 59 cycles
165 / 201 = 59 cycles
165 / 202 = 59 cycles
165 / 203 = 59 cycles
165 / 204 = 59 cycles
165 / 205 = 59 cycles
165 / 206 = 59 cycles
165 / 207 = 59 cycles
165 / 208 = 59 cycles
165 / 209 = 59 cycles
165 / 210 = 59 cycles
165 / 211 = 59 cycles
165 / 212 = 59 cycles
165 / 213 = 59 cycles
165 / 214 = 59 cycles
165 / 215 = 59 cycles
165 / 216 = 59 cycles
165 / 217 = 59 cycles
165 / 218 = 59 cycles
165 / 219 = 59 cycles
165 / 220 = 59 cycles
165 / 221 = 59 cycles
165 / 222 = 59 cycles
165 / 223 = 59 cycles
165 / 224 = 59 cycles
165 / 225 = 59 cycles
165 / 226 = 59 cycles
165 / 227 = 59 cycles
165 / 228 = 59 cycles
165 / 229 = 59 cycles
165 / 230 = 59 cycles
165 / 231 = 59 cycles
165 / 232 = 59 cycles
165 / 233 = 59 cycles
165 / 234 = 59 cycles
165 / 235 = 59 cycles
165 / 236 = 59 cycles
165 / 237 = 59 cycles
165 / 238 = 59 cycles
165 / 239 = 59 cycles
165 / 240 = 59 cycles
165 / 241 = 59 cycles
165 / 242 = 59 cycles
165 / 243 = 59 cycles
165 / 244 = 59 cycles
165 / 245 = 59 cycles
165 / 246 = 59 cycles
165 / 247 = 59 cycles
165 / 248 = 59 cycles
165 / 249 = 59 cycles
165 / 250 = 59 cycles
165 / 251 = 59 cycles
165 / 252 = 59 cycles
165 / 253 = 59 cycles
165 / 254 = 59 cycles
165 / 255 = 59 cycles
166 / 0 = 14 cycles
166 / 1 = 23 cycles
166 / 2 = 113 cycles
166 / 3 = 444 cycles
166 / 4 = 132 cycles
166 / 5 = 290 cycles
166 / 6 = 276 cycles
166 / 7 = 220 cycles
166 / 8 = 151 cycles
166 / 9 = 185 cycles
166 / 10 = 171 cycles
166 / 11 = 164 cycles
166 / 12 = 150 cycles
166 / 13 = 143 cycles
166 / 14 = 136 cycles
166 / 15 = 136 cycles
166 / 16 = 170 cycles
166 / 17 = 122 cycles
166 / 18 = 122 cycles
166 / 19 = 115 cycles
166 / 20 = 115 cycles
166 / 21 = 108 cycles
166 / 22 = 108 cycles
166 / 23 = 108 cycles
166 / 24 = 101 cycles
166 / 25 = 101 cycles
166 / 26 = 101 cycles
166 / 27 = 101 cycles
166 / 28 = 94 cycles
166 / 29 = 94 cycles
166 / 30 = 94 cycles
166 / 31 = 94 cycles
166 / 32 = 103 cycles
166 / 33 = 94 cycles
166 / 34 = 87 cycles
166 / 35 = 87 cycles
166 / 36 = 87 cycles
166 / 37 = 87 cycles
166 / 38 = 87 cycles
166 / 39 = 87 cycles
166 / 40 = 87 cycles
166 / 41 = 87 cycles
166 / 42 = 80 cycles
166 / 43 = 80 cycles
166 / 44 = 80 cycles
166 / 45 = 80 cycles
166 / 46 = 80 cycles
166 / 47 = 80 cycles
166 / 48 = 80 cycles
166 / 49 = 80 cycles
166 / 50 = 80 cycles
166 / 51 = 80 cycles
166 / 52 = 80 cycles
166 / 53 = 80 cycles
166 / 54 = 80 cycles
166 / 55 = 80 cycles
166 / 56 = 73 cycles
166 / 57 = 73 cycles
166 / 58 = 73 cycles
166 / 59 = 73 cycles
166 / 60 = 73 cycles
166 / 61 = 73 cycles
166 / 62 = 73 cycles
166 / 63 = 73 cycles
166 / 64 = 82 cycles
166 / 65 = 73 cycles
166 / 66 = 73 cycles
166 / 67 = 73 cycles
166 / 68 = 73 cycles
166 / 69 = 73 cycles
166 / 70 = 73 cycles
166 / 71 = 73 cycles
166 / 72 = 73 cycles
166 / 73 = 73 cycles
166 / 74 = 73 cycles
166 / 75 = 73 cycles
166 / 76 = 73 cycles
166 / 77 = 73 cycles
166 / 78 = 73 cycles
166 / 79 = 73 cycles
166 / 80 = 73 cycles
166 / 81 = 73 cycles
166 / 82 = 73 cycles
166 / 83 = 73 cycles
166 / 84 = 66 cycles
166 / 85 = 66 cycles
166 / 86 = 66 cycles
166 / 87 = 66 cycles
166 / 88 = 66 cycles
166 / 89 = 66 cycles
166 / 90 = 66 cycles
166 / 91 = 66 cycles
166 / 92 = 66 cycles
166 / 93 = 66 cycles
166 / 94 = 66 cycles
166 / 95 = 66 cycles
166 / 96 = 66 cycles
166 / 97 = 66 cycles
166 / 98 = 66 cycles
166 / 99 = 66 cycles
166 / 100 = 66 cycles
166 / 101 = 66 cycles
166 / 102 = 66 cycles
166 / 103 = 66 cycles
166 / 104 = 66 cycles
166 / 105 = 66 cycles
166 / 106 = 66 cycles
166 / 107 = 66 cycles
166 / 108 = 66 cycles
166 / 109 = 66 cycles
166 / 110 = 66 cycles
166 / 111 = 66 cycles
166 / 112 = 66 cycles
166 / 113 = 66 cycles
166 / 114 = 66 cycles
166 / 115 = 66 cycles
166 / 116 = 66 cycles
166 / 117 = 66 cycles
166 / 118 = 66 cycles
166 / 119 = 66 cycles
166 / 120 = 66 cycles
166 / 121 = 66 cycles
166 / 122 = 66 cycles
166 / 123 = 66 cycles
166 / 124 = 66 cycles
166 / 125 = 66 cycles
166 / 126 = 66 cycles
166 / 127 = 66 cycles
166 / 128 = 75 cycles
166 / 129 = 66 cycles
166 / 130 = 66 cycles
166 / 131 = 66 cycles
166 / 132 = 66 cycles
166 / 133 = 66 cycles
166 / 134 = 66 cycles
166 / 135 = 66 cycles
166 / 136 = 66 cycles
166 / 137 = 66 cycles
166 / 138 = 66 cycles
166 / 139 = 66 cycles
166 / 140 = 66 cycles
166 / 141 = 66 cycles
166 / 142 = 66 cycles
166 / 143 = 66 cycles
166 / 144 = 66 cycles
166 / 145 = 66 cycles
166 / 146 = 66 cycles
166 / 147 = 66 cycles
166 / 148 = 66 cycles
166 / 149 = 66 cycles
166 / 150 = 66 cycles
166 / 151 = 66 cycles
166 / 152 = 66 cycles
166 / 153 = 66 cycles
166 / 154 = 66 cycles
166 / 155 = 66 cycles
166 / 156 = 66 cycles
166 / 157 = 66 cycles
166 / 158 = 66 cycles
166 / 159 = 66 cycles
166 / 160 = 66 cycles
166 / 161 = 66 cycles
166 / 162 = 66 cycles
166 / 163 = 66 cycles
166 / 164 = 66 cycles
166 / 165 = 66 cycles
166 / 166 = 41 cycles
166 / 167 = 59 cycles
166 / 168 = 59 cycles
166 / 169 = 59 cycles
166 / 170 = 59 cycles
166 / 171 = 59 cycles
166 / 172 = 59 cycles
166 / 173 = 59 cycles
166 / 174 = 59 cycles
166 / 175 = 59 cycles
166 / 176 = 59 cycles
166 / 177 = 59 cycles
166 / 178 = 59 cycles
166 / 179 = 59 cycles
166 / 180 = 59 cycles
166 / 181 = 59 cycles
166 / 182 = 59 cycles
166 / 183 = 59 cycles
166 / 184 = 59 cycles
166 / 185 = 59 cycles
166 / 186 = 59 cycles
166 / 187 = 59 cycles
166 / 188 = 59 cycles
166 / 189 = 59 cycles
166 / 190 = 59 cycles
166 / 191 = 59 cycles
166 / 192 = 59 cycles
166 / 193 = 59 cycles
166 / 194 = 59 cycles
166 / 195 = 59 cycles
166 / 196 = 59 cycles
166 / 197 = 59 cycles
166 / 198 = 59 cycles
166 / 199 = 59 cycles
166 / 200 = 59 cycles
166 / 201 = 59 cycles
166 / 202 = 59 cycles
166 / 203 = 59 cycles
166 / 204 = 59 cycles
166 / 205 = 59 cycles
166 / 206 = 59 cycles
166 / 207 = 59 cycles
166 / 208 = 59 cycles
166 / 209 = 59 cycles
166 / 210 = 59 cycles
166 / 211 = 59 cycles
166 / 212 = 59 cycles
166 / 213 = 59 cycles
166 / 214 = 59 cycles
166 / 215 = 59 cycles
166 / 216 = 59 cycles
166 / 217 = 59 cycles
166 / 218 = 59 cycles
166 / 219 = 59 cycles
166 / 220 = 59 cycles
166 / 221 = 59 cycles
166 / 222 = 59 cycles
166 / 223 = 59 cycles
166 / 224 = 59 cycles
166 / 225 = 59 cycles
166 / 226 = 59 cycles
166 / 227 = 59 cycles
166 / 228 = 59 cycles
166 / 229 = 59 cycles
166 / 230 = 59 cycles
166 / 231 = 59 cycles
166 / 232 = 59 cycles
166 / 233 = 59 cycles
166 / 234 = 59 cycles
166 / 235 = 59 cycles
166 / 236 = 59 cycles
166 / 237 = 59 cycles
166 / 238 = 59 cycles
166 / 239 = 59 cycles
166 / 240 = 59 cycles
166 / 241 = 59 cycles
166 / 242 = 59 cycles
166 / 243 = 59 cycles
166 / 244 = 59 cycles
166 / 245 = 59 cycles
166 / 246 = 59 cycles
166 / 247 = 59 cycles
166 / 248 = 59 cycles
166 / 249 = 59 cycles
166 / 250 = 59 cycles
166 / 251 = 59 cycles
166 / 252 = 59 cycles
166 / 253 = 59 cycles
166 / 254 = 59 cycles
166 / 255 = 59 cycles
167 / 0 = 14 cycles
167 / 1 = 23 cycles
167 / 2 = 113 cycles
167 / 3 = 444 cycles
167 / 4 = 132 cycles
167 / 5 = 290 cycles
167 / 6 = 276 cycles
167 / 7 = 220 cycles
167 / 8 = 151 cycles
167 / 9 = 185 cycles
167 / 10 = 171 cycles
167 / 11 = 164 cycles
167 / 12 = 150 cycles
167 / 13 = 143 cycles
167 / 14 = 136 cycles
167 / 15 = 136 cycles
167 / 16 = 170 cycles
167 / 17 = 122 cycles
167 / 18 = 122 cycles
167 / 19 = 115 cycles
167 / 20 = 115 cycles
167 / 21 = 108 cycles
167 / 22 = 108 cycles
167 / 23 = 108 cycles
167 / 24 = 101 cycles
167 / 25 = 101 cycles
167 / 26 = 101 cycles
167 / 27 = 101 cycles
167 / 28 = 94 cycles
167 / 29 = 94 cycles
167 / 30 = 94 cycles
167 / 31 = 94 cycles
167 / 32 = 103 cycles
167 / 33 = 94 cycles
167 / 34 = 87 cycles
167 / 35 = 87 cycles
167 / 36 = 87 cycles
167 / 37 = 87 cycles
167 / 38 = 87 cycles
167 / 39 = 87 cycles
167 / 40 = 87 cycles
167 / 41 = 87 cycles
167 / 42 = 80 cycles
167 / 43 = 80 cycles
167 / 44 = 80 cycles
167 / 45 = 80 cycles
167 / 46 = 80 cycles
167 / 47 = 80 cycles
167 / 48 = 80 cycles
167 / 49 = 80 cycles
167 / 50 = 80 cycles
167 / 51 = 80 cycles
167 / 52 = 80 cycles
167 / 53 = 80 cycles
167 / 54 = 80 cycles
167 / 55 = 80 cycles
167 / 56 = 73 cycles
167 / 57 = 73 cycles
167 / 58 = 73 cycles
167 / 59 = 73 cycles
167 / 60 = 73 cycles
167 / 61 = 73 cycles
167 / 62 = 73 cycles
167 / 63 = 73 cycles
167 / 64 = 82 cycles
167 / 65 = 73 cycles
167 / 66 = 73 cycles
167 / 67 = 73 cycles
167 / 68 = 73 cycles
167 / 69 = 73 cycles
167 / 70 = 73 cycles
167 / 71 = 73 cycles
167 / 72 = 73 cycles
167 / 73 = 73 cycles
167 / 74 = 73 cycles
167 / 75 = 73 cycles
167 / 76 = 73 cycles
167 / 77 = 73 cycles
167 / 78 = 73 cycles
167 / 79 = 73 cycles
167 / 80 = 73 cycles
167 / 81 = 73 cycles
167 / 82 = 73 cycles
167 / 83 = 73 cycles
167 / 84 = 66 cycles
167 / 85 = 66 cycles
167 / 86 = 66 cycles
167 / 87 = 66 cycles
167 / 88 = 66 cycles
167 / 89 = 66 cycles
167 / 90 = 66 cycles
167 / 91 = 66 cycles
167 / 92 = 66 cycles
167 / 93 = 66 cycles
167 / 94 = 66 cycles
167 / 95 = 66 cycles
167 / 96 = 66 cycles
167 / 97 = 66 cycles
167 / 98 = 66 cycles
167 / 99 = 66 cycles
167 / 100 = 66 cycles
167 / 101 = 66 cycles
167 / 102 = 66 cycles
167 / 103 = 66 cycles
167 / 104 = 66 cycles
167 / 105 = 66 cycles
167 / 106 = 66 cycles
167 / 107 = 66 cycles
167 / 108 = 66 cycles
167 / 109 = 66 cycles
167 / 110 = 66 cycles
167 / 111 = 66 cycles
167 / 112 = 66 cycles
167 / 113 = 66 cycles
167 / 114 = 66 cycles
167 / 115 = 66 cycles
167 / 116 = 66 cycles
167 / 117 = 66 cycles
167 / 118 = 66 cycles
167 / 119 = 66 cycles
167 / 120 = 66 cycles
167 / 121 = 66 cycles
167 / 122 = 66 cycles
167 / 123 = 66 cycles
167 / 124 = 66 cycles
167 / 125 = 66 cycles
167 / 126 = 66 cycles
167 / 127 = 66 cycles
167 / 128 = 75 cycles
167 / 129 = 66 cycles
167 / 130 = 66 cycles
167 / 131 = 66 cycles
167 / 132 = 66 cycles
167 / 133 = 66 cycles
167 / 134 = 66 cycles
167 / 135 = 66 cycles
167 / 136 = 66 cycles
167 / 137 = 66 cycles
167 / 138 = 66 cycles
167 / 139 = 66 cycles
167 / 140 = 66 cycles
167 / 141 = 66 cycles
167 / 142 = 66 cycles
167 / 143 = 66 cycles
167 / 144 = 66 cycles
167 / 145 = 66 cycles
167 / 146 = 66 cycles
167 / 147 = 66 cycles
167 / 148 = 66 cycles
167 / 149 = 66 cycles
167 / 150 = 66 cycles
167 / 151 = 66 cycles
167 / 152 = 66 cycles
167 / 153 = 66 cycles
167 / 154 = 66 cycles
167 / 155 = 66 cycles
167 / 156 = 66 cycles
167 / 157 = 66 cycles
167 / 158 = 66 cycles
167 / 159 = 66 cycles
167 / 160 = 66 cycles
167 / 161 = 66 cycles
167 / 162 = 66 cycles
167 / 163 = 66 cycles
167 / 164 = 66 cycles
167 / 165 = 66 cycles
167 / 166 = 66 cycles
167 / 167 = 41 cycles
167 / 168 = 59 cycles
167 / 169 = 59 cycles
167 / 170 = 59 cycles
167 / 171 = 59 cycles
167 / 172 = 59 cycles
167 / 173 = 59 cycles
167 / 174 = 59 cycles
167 / 175 = 59 cycles
167 / 176 = 59 cycles
167 / 177 = 59 cycles
167 / 178 = 59 cycles
167 / 179 = 59 cycles
167 / 180 = 59 cycles
167 / 181 = 59 cycles
167 / 182 = 59 cycles
167 / 183 = 59 cycles
167 / 184 = 59 cycles
167 / 185 = 59 cycles
167 / 186 = 59 cycles
167 / 187 = 59 cycles
167 / 188 = 59 cycles
167 / 189 = 59 cycles
167 / 190 = 59 cycles
167 / 191 = 59 cycles
167 / 192 = 59 cycles
167 / 193 = 59 cycles
167 / 194 = 59 cycles
167 / 195 = 59 cycles
167 / 196 = 59 cycles
167 / 197 = 59 cycles
167 / 198 = 59 cycles
167 / 199 = 59 cycles
167 / 200 = 59 cycles
167 / 201 = 59 cycles
167 / 202 = 59 cycles
167 / 203 = 59 cycles
167 / 204 = 59 cycles
167 / 205 = 59 cycles
167 / 206 = 59 cycles
167 / 207 = 59 cycles
167 / 208 = 59 cycles
167 / 209 = 59 cycles
167 / 210 = 59 cycles
167 / 211 = 59 cycles
167 / 212 = 59 cycles
167 / 213 = 59 cycles
167 / 214 = 59 cycles
167 / 215 = 59 cycles
167 / 216 = 59 cycles
167 / 217 = 59 cycles
167 / 218 = 59 cycles
167 / 219 = 59 cycles
167 / 220 = 59 cycles
167 / 221 = 59 cycles
167 / 222 = 59 cycles
167 / 223 = 59 cycles
167 / 224 = 59 cycles
167 / 225 = 59 cycles
167 / 226 = 59 cycles
167 / 227 = 59 cycles
167 / 228 = 59 cycles
167 / 229 = 59 cycles
167 / 230 = 59 cycles
167 / 231 = 59 cycles
167 / 232 = 59 cycles
167 / 233 = 59 cycles
167 / 234 = 59 cycles
167 / 235 = 59 cycles
167 / 236 = 59 cycles
167 / 237 = 59 cycles
167 / 238 = 59 cycles
167 / 239 = 59 cycles
167 / 240 = 59 cycles
167 / 241 = 59 cycles
167 / 242 = 59 cycles
167 / 243 = 59 cycles
167 / 244 = 59 cycles
167 / 245 = 59 cycles
167 / 246 = 59 cycles
167 / 247 = 59 cycles
167 / 248 = 59 cycles
167 / 249 = 59 cycles
167 / 250 = 59 cycles
167 / 251 = 59 cycles
167 / 252 = 59 cycles
167 / 253 = 59 cycles
167 / 254 = 59 cycles
167 / 255 = 59 cycles
168 / 0 = 14 cycles
168 / 1 = 23 cycles
168 / 2 = 113 cycles
168 / 3 = 451 cycles
168 / 4 = 132 cycles
168 / 5 = 290 cycles
168 / 6 = 283 cycles
168 / 7 = 227 cycles
168 / 8 = 151 cycles
168 / 9 = 185 cycles
168 / 10 = 171 cycles
168 / 11 = 164 cycles
168 / 12 = 157 cycles
168 / 13 = 143 cycles
168 / 14 = 143 cycles
168 / 15 = 136 cycles
168 / 16 = 170 cycles
168 / 17 = 122 cycles
168 / 18 = 122 cycles
168 / 19 = 115 cycles
168 / 20 = 115 cycles
168 / 21 = 115 cycles
168 / 22 = 108 cycles
168 / 23 = 108 cycles
168 / 24 = 108 cycles
168 / 25 = 101 cycles
168 / 26 = 101 cycles
168 / 27 = 101 cycles
168 / 28 = 101 cycles
168 / 29 = 94 cycles
168 / 30 = 94 cycles
168 / 31 = 94 cycles
168 / 32 = 103 cycles
168 / 33 = 94 cycles
168 / 34 = 87 cycles
168 / 35 = 87 cycles
168 / 36 = 87 cycles
168 / 37 = 87 cycles
168 / 38 = 87 cycles
168 / 39 = 87 cycles
168 / 40 = 87 cycles
168 / 41 = 87 cycles
168 / 42 = 87 cycles
168 / 43 = 80 cycles
168 / 44 = 80 cycles
168 / 45 = 80 cycles
168 / 46 = 80 cycles
168 / 47 = 80 cycles
168 / 48 = 80 cycles
168 / 49 = 80 cycles
168 / 50 = 80 cycles
168 / 51 = 80 cycles
168 / 52 = 80 cycles
168 / 53 = 80 cycles
168 / 54 = 80 cycles
168 / 55 = 80 cycles
168 / 56 = 80 cycles
168 / 57 = 73 cycles
168 / 58 = 73 cycles
168 / 59 = 73 cycles
168 / 60 = 73 cycles
168 / 61 = 73 cycles
168 / 62 = 73 cycles
168 / 63 = 73 cycles
168 / 64 = 82 cycles
168 / 65 = 73 cycles
168 / 66 = 73 cycles
168 / 67 = 73 cycles
168 / 68 = 73 cycles
168 / 69 = 73 cycles
168 / 70 = 73 cycles
168 / 71 = 73 cycles
168 / 72 = 73 cycles
168 / 73 = 73 cycles
168 / 74 = 73 cycles
168 / 75 = 73 cycles
168 / 76 = 73 cycles
168 / 77 = 73 cycles
168 / 78 = 73 cycles
168 / 79 = 73 cycles
168 / 80 = 73 cycles
168 / 81 = 73 cycles
168 / 82 = 73 cycles
168 / 83 = 73 cycles
168 / 84 = 73 cycles
168 / 85 = 66 cycles
168 / 86 = 66 cycles
168 / 87 = 66 cycles
168 / 88 = 66 cycles
168 / 89 = 66 cycles
168 / 90 = 66 cycles
168 / 91 = 66 cycles
168 / 92 = 66 cycles
168 / 93 = 66 cycles
168 / 94 = 66 cycles
168 / 95 = 66 cycles
168 / 96 = 66 cycles
168 / 97 = 66 cycles
168 / 98 = 66 cycles
168 / 99 = 66 cycles
168 / 100 = 66 cycles
168 / 101 = 66 cycles
168 / 102 = 66 cycles
168 / 103 = 66 cycles
168 / 104 = 66 cycles
168 / 105 = 66 cycles
168 / 106 = 66 cycles
168 / 107 = 66 cycles
168 / 108 = 66 cycles
168 / 109 = 66 cycles
168 / 110 = 66 cycles
168 / 111 = 66 cycles
168 / 112 = 66 cycles
168 / 113 = 66 cycles
168 / 114 = 66 cycles
168 / 115 = 66 cycles
168 / 116 = 66 cycles
168 / 117 = 66 cycles
168 / 118 = 66 cycles
168 / 119 = 66 cycles
168 / 120 = 66 cycles
168 / 121 = 66 cycles
168 / 122 = 66 cycles
168 / 123 = 66 cycles
168 / 124 = 66 cycles
168 / 125 = 66 cycles
168 / 126 = 66 cycles
168 / 127 = 66 cycles
168 / 128 = 75 cycles
168 / 129 = 66 cycles
168 / 130 = 66 cycles
168 / 131 = 66 cycles
168 / 132 = 66 cycles
168 / 133 = 66 cycles
168 / 134 = 66 cycles
168 / 135 = 66 cycles
168 / 136 = 66 cycles
168 / 137 = 66 cycles
168 / 138 = 66 cycles
168 / 139 = 66 cycles
168 / 140 = 66 cycles
168 / 141 = 66 cycles
168 / 142 = 66 cycles
168 / 143 = 66 cycles
168 / 144 = 66 cycles
168 / 145 = 66 cycles
168 / 146 = 66 cycles
168 / 147 = 66 cycles
168 / 148 = 66 cycles
168 / 149 = 66 cycles
168 / 150 = 66 cycles
168 / 151 = 66 cycles
168 / 152 = 66 cycles
168 / 153 = 66 cycles
168 / 154 = 66 cycles
168 / 155 = 66 cycles
168 / 156 = 66 cycles
168 / 157 = 66 cycles
168 / 158 = 66 cycles
168 / 159 = 66 cycles
168 / 160 = 66 cycles
168 / 161 = 66 cycles
168 / 162 = 66 cycles
168 / 163 = 66 cycles
168 / 164 = 66 cycles
168 / 165 = 66 cycles
168 / 166 = 66 cycles
168 / 167 = 66 cycles
168 / 168 = 41 cycles
168 / 169 = 59 cycles
168 / 170 = 59 cycles
168 / 171 = 59 cycles
168 / 172 = 59 cycles
168 / 173 = 59 cycles
168 / 174 = 59 cycles
168 / 175 = 59 cycles
168 / 176 = 59 cycles
168 / 177 = 59 cycles
168 / 178 = 59 cycles
168 / 179 = 59 cycles
168 / 180 = 59 cycles
168 / 181 = 59 cycles
168 / 182 = 59 cycles
168 / 183 = 59 cycles
168 / 184 = 59 cycles
168 / 185 = 59 cycles
168 / 186 = 59 cycles
168 / 187 = 59 cycles
168 / 188 = 59 cycles
168 / 189 = 59 cycles
168 / 190 = 59 cycles
168 / 191 = 59 cycles
168 / 192 = 59 cycles
168 / 193 = 59 cycles
168 / 194 = 59 cycles
168 / 195 = 59 cycles
168 / 196 = 59 cycles
168 / 197 = 59 cycles
168 / 198 = 59 cycles
168 / 199 = 59 cycles
168 / 200 = 59 cycles
168 / 201 = 59 cycles
168 / 202 = 59 cycles
168 / 203 = 59 cycles
168 / 204 = 59 cycles
168 / 205 = 59 cycles
168 / 206 = 59 cycles
168 / 207 = 59 cycles
168 / 208 = 59 cycles
168 / 209 = 59 cycles
168 / 210 = 59 cycles
168 / 211 = 59 cycles
168 / 212 = 59 cycles
168 / 213 = 59 cycles
168 / 214 = 59 cycles
168 / 215 = 59 cycles
168 / 216 = 59 cycles
168 / 217 = 59 cycles
168 / 218 = 59 cycles
168 / 219 = 59 cycles
168 / 220 = 59 cycles
168 / 221 = 59 cycles
168 / 222 = 59 cycles
168 / 223 = 59 cycles
168 / 224 = 59 cycles
168 / 225 = 59 cycles
168 / 226 = 59 cycles
168 / 227 = 59 cycles
168 / 228 = 59 cycles
168 / 229 = 59 cycles
168 / 230 = 59 cycles
168 / 231 = 59 cycles
168 / 232 = 59 cycles
168 / 233 = 59 cycles
168 / 234 = 59 cycles
168 / 235 = 59 cycles
168 / 236 = 59 cycles
168 / 237 = 59 cycles
168 / 238 = 59 cycles
168 / 239 = 59 cycles
168 / 240 = 59 cycles
168 / 241 = 59 cycles
168 / 242 = 59 cycles
168 / 243 = 59 cycles
168 / 244 = 59 cycles
168 / 245 = 59 cycles
168 / 246 = 59 cycles
168 / 247 = 59 cycles
168 / 248 = 59 cycles
168 / 249 = 59 cycles
168 / 250 = 59 cycles
168 / 251 = 59 cycles
168 / 252 = 59 cycles
168 / 253 = 59 cycles
168 / 254 = 59 cycles
168 / 255 = 59 cycles
169 / 0 = 14 cycles
169 / 1 = 23 cycles
169 / 2 = 113 cycles
169 / 3 = 451 cycles
169 / 4 = 132 cycles
169 / 5 = 290 cycles
169 / 6 = 283 cycles
169 / 7 = 227 cycles
169 / 8 = 151 cycles
169 / 9 = 185 cycles
169 / 10 = 171 cycles
169 / 11 = 164 cycles
169 / 12 = 157 cycles
169 / 13 = 150 cycles
169 / 14 = 143 cycles
169 / 15 = 136 cycles
169 / 16 = 170 cycles
169 / 17 = 122 cycles
169 / 18 = 122 cycles
169 / 19 = 115 cycles
169 / 20 = 115 cycles
169 / 21 = 115 cycles
169 / 22 = 108 cycles
169 / 23 = 108 cycles
169 / 24 = 108 cycles
169 / 25 = 101 cycles
169 / 26 = 101 cycles
169 / 27 = 101 cycles
169 / 28 = 101 cycles
169 / 29 = 94 cycles
169 / 30 = 94 cycles
169 / 31 = 94 cycles
169 / 32 = 103 cycles
169 / 33 = 94 cycles
169 / 34 = 87 cycles
169 / 35 = 87 cycles
169 / 36 = 87 cycles
169 / 37 = 87 cycles
169 / 38 = 87 cycles
169 / 39 = 87 cycles
169 / 40 = 87 cycles
169 / 41 = 87 cycles
169 / 42 = 87 cycles
169 / 43 = 80 cycles
169 / 44 = 80 cycles
169 / 45 = 80 cycles
169 / 46 = 80 cycles
169 / 47 = 80 cycles
169 / 48 = 80 cycles
169 / 49 = 80 cycles
169 / 50 = 80 cycles
169 / 51 = 80 cycles
169 / 52 = 80 cycles
169 / 53 = 80 cycles
169 / 54 = 80 cycles
169 / 55 = 80 cycles
169 / 56 = 80 cycles
169 / 57 = 73 cycles
169 / 58 = 73 cycles
169 / 59 = 73 cycles
169 / 60 = 73 cycles
169 / 61 = 73 cycles
169 / 62 = 73 cycles
169 / 63 = 73 cycles
